;Product Progress;Logins;Start Date;Last Activity At;Days Lapsed;Months Lapsed
6920;90;75;2021-11-29;2023-05-15;76.0;19.0
6921;14;26;2021-11-28;2022-09-23;42.71;10.68
6922;69;146;2021-12-20;2023-05-15;73.0;18.25
6923;14;12;2021-11-29;2022-01-02;4.86;1.22
6924;42;55;2021-11-28;2022-09-26;43.14;10.78
6925;13;13;2021-11-29;2021-12-27;4.0;1.0
6926;15;17;2021-11-29;2023-03-21;68.14;17.04
6927;60;54;2021-11-29;2022-08-21;37.86;9.46
6928;9;19;2021-11-29;2023-01-03;57.14;14.28
6929;81;75;2021-11-28;2023-04-03;70.14;17.54
6930;14;6;2021-11-28;2022-01-06;5.57;1.39
6931;22;44;2021-12-01;2023-01-13;58.29;14.57
6932;52;107;2021-12-09;2023-04-06;69.0;17.25
6933;86;66;2021-12-06;2023-01-24;59.14;14.78
6934;14;28;2021-12-07;2023-05-07;73.71;18.43
6936;68;111;2021-12-05;2023-02-21;63.29;15.82
6937;72;66;2021-12-05;2023-01-29;60.0;15.0
6938;53;66;2021-12-06;2022-05-16;23.0;5.75
6939;23;27;2021-12-20;2022-10-23;43.86;10.96
6940;33;37;2021-12-05;2022-12-25;55.0;13.75
6942;43;70;2021-12-05;2023-05-16;75.29;18.82
6943;3;13;2022-02-09;2022-07-21;23.14;5.78
6945;12;14;2021-12-06;2022-01-10;5.0;1.25
6946;1;9;2022-01-18;2022-03-29;10.0;2.5
6947;59;62;2021-12-13;2023-04-03;68.0;17.0
6948;12;20;2021-12-18;2022-08-02;32.43;8.11
6950;65;110;2021-12-14;2023-02-07;60.0;15.0
6951;33;70;2021-12-12;2023-05-15;74.14;18.54
6953;6;18;2021-12-13;2023-05-13;73.71;18.43
6954;3;3;2021-12-12;2021-12-14;0.29;0.07
6955;32;56;2022-01-10;2022-11-04;42.57;10.64
6956;1;8;2023-05-15;2023-05-15;0.0;0.0
6957;13;35;2021-12-20;2023-04-13;68.43;17.11
6958;1;1;2023-02-20;2023-02-20;0.0;0.0
6959;77;101;2021-12-12;2023-01-10;56.29;14.07
6960;85;98;2021-12-12;2023-02-13;61.14;15.28
6961;8;13;2021-12-15;2022-01-11;3.86;0.96
6962;12;7;2021-12-12;2022-01-10;4.14;1.03
6963;4;19;2021-12-18;2023-02-08;59.57;14.89
6964;17;19;2021-12-13;2022-01-11;4.14;1.03
6965;1;1;2021-12-12;2021-12-12;0.0;0.0
6966;6;8;2021-12-14;2022-01-09;3.71;0.93
6967;19;20;2021-12-15;2022-09-14;39.0;9.75
6968;18;38;2021-12-13;2023-05-03;72.29;18.07
6969;27;41;2021-12-19;2023-02-14;60.29;15.07
6970;4;15;2022-03-19;2022-04-02;2.0;0.5
6971;2;11;2021-12-30;2022-08-22;33.57;8.39
6972;24;31;2021-12-20;2023-03-20;65.0;16.25
6973;2;3;2021-12-21;2022-01-04;2.0;0.5
6974;3;6;2022-01-03;2022-01-13;1.43;0.36
6975;13;27;2021-12-30;2023-04-29;69.29;17.32
6976;12;18;2021-12-19;2022-02-01;6.29;1.57
6977;36;25;2021-12-19;2022-04-05;15.29;3.82
6978;13;13;2021-12-20;2023-02-25;61.71;15.43
6980;11;34;2022-08-23;2023-02-06;23.86;5.96
6981;12;46;2021-12-27;2022-10-28;43.57;10.89
6982;1;11;2022-12-02;2022-12-02;0.0;0.0
6983;11;37;2022-11-01;2023-02-23;16.29;4.07
6984;47;46;2022-01-10;2022-04-25;15.0;3.75
6985;2;6;2021-12-20;2022-01-18;4.14;1.03
6986;88;260;2021-12-22;2023-04-20;69.14;17.28
6987;97;167;2021-12-19;2023-04-01;66.86;16.72
6988;2;2;2022-01-08;2022-01-11;0.43;0.11
6989;52;89;2021-12-21;2023-03-02;62.29;15.57
6990;2;8;2021-12-20;2022-10-30;44.86;11.22
6991;16;22;2021-12-23;2023-04-08;67.29;16.82
6992;3;13;2021-12-28;2022-06-05;22.71;5.68
6993;5;10;2021-12-24;2022-01-27;4.86;1.22
6994;2;9;2022-02-18;2022-10-20;34.86;8.72
6995;24;12;2021-12-20;2022-05-25;22.29;5.57
6997;2;12;2021-12-21;2022-05-10;20.0;5.0
6998;9;7;2023-04-25;2023-05-10;2.14;0.54
7000;3;4;2022-01-10;2022-05-23;19.0;4.75
7001;31;45;2021-12-20;2023-03-18;64.71;16.18
7002;3;5;2021-12-20;2023-05-06;71.71;17.93
7003;1;2;2022-01-09;2022-01-09;0.0;0.0
7004;95;58;2021-12-31;2023-03-21;63.57;15.89
7008;11;5;2022-04-21;2022-08-29;18.57;4.64
7009;4;24;2022-01-03;2022-03-29;12.14;3.04
7010;7;6;2021-12-30;2022-01-13;2.0;0.5
7011;41;65;2021-12-26;2023-05-14;72.0;18.0
7012;98;224;2021-12-26;2022-11-14;46.14;11.54
7013;7;16;2021-12-27;2022-10-20;42.43;10.61
7014;99;19;2021-12-27;2022-07-07;27.43;6.86
7015;15;23;2021-12-26;2022-01-17;3.14;0.78
7016;6;6;2021-12-29;2022-01-11;1.86;0.46
7017;63;37;2021-12-27;2022-12-13;50.14;12.54
7018;1;1;2022-01-01;2022-01-01;0.0;0.0
7019;3;1;2021-12-27;2021-12-28;0.14;0.04
7021;5;18;2021-12-27;2022-11-23;47.29;11.82
7022;77;128;2022-01-03;2022-12-07;48.29;12.07
7023;17;76;2022-01-09;2022-11-21;45.14;11.28
7024;16;30;2022-01-02;2022-06-01;21.43;5.36
7025;52;102;2022-12-31;2023-05-17;19.57;4.89
7026;90;101;2022-01-03;2022-12-02;47.57;11.89
7028;50;176;2022-01-03;2023-04-12;66.29;16.57
7030;96;71;2022-01-06;2022-10-24;41.57;10.39
7031;3;9;2022-01-03;2022-05-19;19.43;4.86
7032;18;41;2022-01-02;2023-03-13;62.14;15.54
7033;6;12;2022-01-06;2022-01-31;3.57;0.89
7035;48;47;2022-01-03;2023-01-29;55.86;13.96
7036;97;69;2022-01-02;2022-06-29;25.43;6.36
7037;95;92;2022-01-02;2022-07-15;27.71;6.93
7038;36;36;2022-01-02;2023-03-23;63.57;15.89
7039;3;7;2022-01-04;2022-01-12;1.14;0.28
7041;4;5;2022-01-03;2022-02-21;7.0;1.75
7042;5;24;2022-04-06;2023-01-11;40.0;10.0
7043;3;30;2022-01-02;2023-01-18;54.43;13.61
7046;13;14;2022-01-03;2022-02-08;5.14;1.28
7047;4;6;2022-01-07;2022-05-14;18.14;4.54
7048;14;34;2022-01-02;2022-12-22;50.57;12.64
7049;4;3;2022-01-03;2022-01-09;0.86;0.22
7051;47;40;2022-01-04;2022-08-21;32.71;8.18
7052;9;33;2022-01-09;2022-12-15;48.57;12.14
7054;37;52;2022-01-09;2023-04-17;66.14;16.54
7057;48;41;2022-01-09;2023-01-23;54.14;13.54
7059;47;67;2022-01-09;2023-03-15;61.43;15.36
7060;4;11;2022-02-01;2022-04-26;12.0;3.0
7061;10;20;2022-01-10;2022-01-31;3.0;0.75
7062;94;148;2022-01-13;2023-02-06;55.57;13.89
7063;3;9;2022-01-09;2022-01-31;3.14;0.78
7069;15;27;2022-01-17;2023-01-05;50.43;12.61
7073;49;341;2022-01-16;2023-05-04;67.57;16.89
7074;18;21;2022-01-16;2022-07-20;26.43;6.61
7075;68;63;2022-01-17;2023-02-14;56.14;14.04
7076;26;48;2022-01-24;2022-09-23;34.57;8.64
7077;98;48;2022-01-17;2022-09-23;35.57;8.89
7078;66;124;2022-01-18;2023-04-15;64.57;16.14
7079;34;63;2022-01-17;2023-04-19;65.29;16.32
7080;13;31;2022-01-16;2023-04-19;65.43;16.36
7081;8;11;2022-01-17;2022-03-16;8.29;2.07
7082;34;69;2022-01-29;2023-05-15;67.29;16.82
7083;36;228;2022-01-22;2023-03-08;58.57;14.64
7084;7;7;2022-01-16;2022-01-30;2.0;0.5
7085;15;12;2022-01-22;2023-05-05;66.86;16.72
7086;81;61;2022-01-16;2022-09-06;33.29;8.32
7088;3;6;2022-02-25;2022-09-06;27.57;6.89
7089;8;40;2022-01-17;2023-01-17;52.14;13.04
7090;90;149;2022-01-17;2023-05-16;69.14;17.28
7091;62;58;2022-01-23;2022-11-25;43.71;10.93
7092;57;224;2022-01-25;2023-05-01;65.86;16.46
7093;5;5;2022-02-03;2022-02-13;1.43;0.36
7094;98;83;2022-01-23;2022-12-22;47.57;11.89
7095;44;40;2022-01-26;2022-10-23;38.57;9.64
7096;23;39;2022-01-24;2022-06-05;18.86;4.72
7097;81;62;2022-01-23;2023-05-01;66.14;16.54
7098;49;117;2022-01-24;2023-05-17;68.29;17.07
7099;8;12;2022-07-26;2023-03-06;31.86;7.96
7100;51;37;2022-01-23;2022-12-21;47.43;11.86
7101;53;50;2022-01-24;2023-05-15;68.0;17.0
7102;88;71;2022-01-31;2023-05-12;66.57;16.64
7103;60;114;2022-01-29;2023-03-20;59.29;14.82
7104;59;104;2022-01-25;2023-04-03;61.86;15.46
7105;42;58;2022-01-29;2023-03-06;57.29;14.32
7106;29;63;2022-01-23;2023-04-04;62.29;15.57
7107;97;81;2022-01-23;2023-04-11;63.29;15.82
7108;13;11;2022-01-23;2022-04-06;10.43;2.61
7109;5;4;2022-01-24;2022-02-12;2.71;0.68
7110;14;12;2022-01-24;2022-02-20;3.86;0.96
7111;68;70;2022-01-24;2022-11-16;42.29;10.57
7113;26;32;2022-01-24;2023-01-13;50.57;12.64
7114;14;21;2022-01-23;2022-11-07;41.14;10.28
7115;49;63;2022-01-24;2023-05-09;67.14;16.78
7116;38;39;2022-02-02;2023-02-20;54.71;13.68
7117;98;115;2022-01-23;2023-05-03;66.43;16.61
7118;20;16;2022-01-30;2022-11-24;42.57;10.64
7119;29;31;2022-02-01;2023-02-07;53.0;13.25
7120;24;71;2022-01-30;2023-05-12;66.71;16.68
7121;62;80;2022-05-23;2023-04-13;46.43;11.61
7122;64;146;2022-03-14;2023-05-08;60.0;15.0
7123;95;94;2022-02-02;2023-04-24;63.71;15.93
7124;16;34;2022-03-07;2022-05-11;9.29;2.32
7125;26;31;2022-02-06;2022-05-12;13.57;3.39
7126;27;44;2022-01-31;2022-09-26;34.0;8.5
7127;63;71;2022-02-14;2023-03-31;58.57;14.64
7128;9;21;2022-01-30;2022-03-01;4.29;1.07
7129;8;14;2022-01-31;2022-12-22;46.43;11.61
7131;97;150;2022-11-05;2023-05-16;27.43;6.86
7133;28;49;2022-01-31;2023-05-16;67.14;16.78
7134;17;22;2022-01-31;2022-12-07;44.29;11.07
7135;35;58;2022-02-02;2023-02-28;55.86;13.96
7136;15;19;2022-01-31;2022-12-06;44.14;11.04
7137;99;66;2022-01-31;2023-04-26;64.29;16.07
7139;50;57;2022-01-31;2023-03-28;60.14;15.04
7140;43;109;2022-01-30;2023-05-17;67.43;16.86
7142;48;57;2022-02-01;2023-03-09;57.29;14.32
7143;46;33;2022-02-07;2023-04-15;61.71;15.43
7144;29;55;2022-02-28;2023-04-18;59.14;14.78
7145;1;18;2022-02-07;2022-03-06;3.86;0.96
7146;10;13;2022-02-06;2022-04-12;9.29;2.32
7147;5;20;2022-03-06;2023-02-13;49.14;12.28
7148;14;23;2022-02-07;2023-01-25;50.29;12.57
7149;1;13;2022-02-28;2022-03-08;1.14;0.28
7150;1;4;2022-02-07;2022-02-07;0.0;0.0
7153;94;116;2022-02-06;2023-03-20;58.14;14.54
7154;4;24;2022-08-14;2022-09-28;6.43;1.61
7155;3;25;2022-03-18;2023-04-03;54.43;13.61
7156;18;22;2022-02-08;2022-03-21;5.86;1.46
7157;38;84;2022-02-08;2023-03-25;58.57;14.64
7158;84;122;2022-02-06;2022-10-19;36.43;9.11
7159;8;24;2022-02-07;2022-10-25;37.14;9.28
7160;15;22;2022-02-08;2022-09-08;30.29;7.57
7161;30;33;2022-02-07;2022-06-03;16.57;4.14
7163;3;1;2022-02-06;2022-02-10;0.57;0.14
7164;3;5;2022-02-06;2022-10-15;35.86;8.96
7165;29;56;2022-02-07;2023-02-16;53.43;13.36
7166;1;3;2022-02-09;2022-02-11;0.29;0.07
7167;15;13;2022-02-08;2022-04-28;11.29;2.82
7168;2;3;2022-02-10;2022-02-10;0.0;0.0
7169;85;133;2022-02-13;2023-04-29;62.86;15.72
7170;99;170;2022-02-13;2022-10-28;36.71;9.18
7172;9;15;2022-02-14;2022-08-07;24.86;6.22
7173;7;19;2022-02-19;2023-02-03;49.86;12.46
7174;2;7;2022-02-14;2022-03-01;2.14;0.54
7175;3;6;2022-02-21;2022-05-05;10.43;2.61
7176;49;98;2022-02-27;2023-04-06;57.57;14.39
7178;85;74;2022-02-13;2022-11-14;39.14;9.78
7180;3;5;2022-02-13;2022-02-21;1.14;0.28
7181;1;3;2022-03-06;2022-07-18;19.14;4.78
7183;1;3;2022-02-13;2022-03-10;3.57;0.89
7184;23;47;2022-02-22;2023-04-28;61.43;15.36
7185;81;89;2022-02-15;2023-05-13;64.57;16.14
7186;93;461;2022-02-14;2023-05-13;64.71;16.18
7187;1;10;2022-09-09;2022-11-22;10.57;2.64
7188;1;13;2022-05-22;2023-02-22;39.43;9.86
7189;53;170;2022-04-17;2023-05-17;56.43;14.11
7191;59;39;2022-02-20;2022-12-13;42.29;10.57
7192;88;138;2022-02-22;2023-04-06;58.29;14.57
7194;84;90;2022-02-20;2023-05-02;62.29;15.57
7195;97;146;2022-02-20;2023-05-17;64.43;16.11
7196;22;12;2022-02-20;2022-04-04;6.14;1.54
7197;66;215;2022-02-20;2023-05-15;64.14;16.04
7198;64;87;2022-02-21;2023-01-01;44.86;11.22
7199;34;67;2022-03-06;2023-05-17;62.43;15.61
7200;8;1;2022-02-27;2022-03-02;0.43;0.11
7201;76;27;2022-02-28;2022-09-05;27.0;6.75
7202;24;52;2022-03-02;2023-05-15;62.71;15.68
7203;4;8;2022-06-07;2023-05-01;46.86;11.72
7204;100;240;2022-02-21;2023-05-13;63.71;15.93
7205;29;24;2022-02-21;2022-06-16;16.43;4.11
7206;70;43;2022-02-27;2022-10-30;35.0;8.75
7207;55;139;2022-02-21;2022-09-20;30.14;7.54
7208;9;11;2022-02-20;2022-03-04;1.71;0.43
7209;31;46;2022-02-22;2022-10-03;31.86;7.96
7210;97;86;2022-02-27;2023-01-18;46.43;11.61
7211;11;12;2022-03-06;2022-03-30;3.43;0.86
7213;32;34;2022-02-28;2022-05-05;9.43;2.36
7214;8;28;2022-05-09;2022-11-08;26.14;6.54
7215;53;63;2022-02-28;2022-12-06;40.14;10.04
7216;9;11;2022-03-02;2022-05-16;10.71;2.68
7217;32;42;2022-02-28;2023-02-21;51.14;12.78
7218;13;23;2022-03-03;2022-03-22;2.71;0.68
7219;26;34;2022-03-02;2023-02-13;49.71;12.43
7220;62;58;2022-02-27;2022-12-22;42.57;10.64
7221;28;49;2022-08-08;2023-04-19;36.29;9.07
7222;71;109;2022-02-28;2023-05-12;62.57;15.64
7223;13;40;2022-02-28;2023-05-04;61.43;15.36
7224;14;16;2022-02-28;2022-03-20;2.86;0.72
7225;76;75;2022-02-27;2023-05-13;62.86;15.72
7226;82;64;2022-03-01;2023-05-10;62.14;15.54
7227;66;54;2022-02-28;2023-05-12;62.57;15.64
7228;51;79;2022-03-06;2023-05-05;60.71;15.18
7229;55;77;2022-03-07;2023-04-19;58.29;14.57
7230;5;7;2022-03-07;2022-03-14;1.0;0.25
7231;3;15;2022-03-09;2022-03-22;1.86;0.46
7233;25;31;2022-03-06;2022-11-09;35.43;8.86
7234;64;48;2022-03-07;2022-12-26;42.0;10.5
7235;96;585;2022-03-06;2023-05-07;61.0;15.25
7237;65;83;2022-03-06;2023-04-13;57.57;14.39
7238;56;64;2022-03-07;2023-05-15;62.0;15.5
7239;61;82;2022-03-06;2023-05-02;60.29;15.07
7240;82;89;2022-03-06;2023-03-07;52.29;13.07
7241;87;84;2022-03-07;2023-01-09;44.0;11.0
7242;29;20;2022-03-06;2022-12-14;40.43;10.11
7244;9;19;2022-03-07;2023-01-25;46.29;11.57
7245;68;49;2022-03-08;2023-03-16;53.29;13.32
7246;10;31;2022-03-10;2023-04-21;58.14;14.54
7247;47;39;2022-03-07;2023-03-24;54.57;13.64
7248;46;92;2022-03-18;2023-05-17;60.71;15.18
7249;3;8;2022-03-13;2022-03-18;0.71;0.18
7250;86;64;2022-03-14;2022-11-08;34.14;8.54
7251;7;10;2022-05-05;2023-04-20;50.0;12.5
7253;12;24;2022-03-13;2022-05-12;8.57;2.14
7255;96;67;2022-03-13;2023-03-06;51.14;12.78
7256;6;27;2022-03-14;2022-11-07;34.0;8.5
7257;13;19;2022-03-13;2022-11-29;37.29;9.32
7258;86;106;2022-03-13;2023-05-15;61.14;15.28
7259;26;35;2022-03-13;2023-03-25;53.86;13.46
7260;44;55;2022-03-13;2023-04-10;56.14;14.04
7261;32;17;2022-03-14;2022-08-01;20.0;5.0
7263;9;10;2022-03-20;2022-08-08;20.14;5.04
7264;2;4;2022-03-14;2022-03-20;0.86;0.22
7265;15;5;2022-03-14;2022-12-02;37.57;9.39
7266;36;31;2022-03-14;2023-01-02;42.0;10.5
7268;96;74;2022-03-14;2022-11-19;35.71;8.93
7269;16;19;2022-03-20;2023-05-12;59.71;14.93
7270;13;19;2022-03-20;2022-04-22;4.71;1.18
7271;29;28;2022-03-20;2022-11-26;35.86;8.96
7275;86;91;2022-08-14;2023-05-14;39.0;9.75
7276;18;38;2022-10-11;2023-03-16;22.29;5.57
7277;4;9;2022-05-09;2022-05-13;0.57;0.14
7278;9;15;2022-03-23;2023-04-28;57.29;14.32
7279;16;23;2022-03-24;2023-05-05;58.14;14.54
7280;74;274;2022-03-21;2022-09-15;25.43;6.36
7281;11;11;2022-03-20;2022-04-16;3.86;0.96
7283;19;16;2022-03-21;2023-01-03;41.14;10.28
7284;95;107;2022-03-21;2023-03-29;53.29;13.32
7285;5;5;2022-03-22;2022-04-03;1.71;0.43
7286;17;23;2022-04-25;2022-11-26;30.71;7.68
7287;49;37;2022-03-21;2023-05-17;60.29;15.07
7288;8;7;2022-03-22;2022-04-06;2.14;0.54
7289;34;62;2022-03-21;2023-02-01;45.29;11.32
7291;39;26;2022-04-03;2022-11-03;30.57;7.64
7293;1;3;2022-03-28;2022-03-30;0.29;0.07
7294;97;85;2022-03-29;2022-12-30;39.43;9.86
7295;53;71;2022-03-27;2023-04-15;54.86;13.72
7296;68;98;2022-03-27;2023-03-30;52.57;13.14
7297;99;60;2022-03-27;2023-04-23;56.0;14.0
7298;19;143;2022-03-29;2023-05-15;58.86;14.72
7299;2;65;2023-01-17;2023-05-06;15.57;3.89
7300;60;30;2022-04-05;2023-02-21;46.0;11.5
7301;46;228;2022-03-27;2023-05-02;57.29;14.32
7302;7;6;2022-03-27;2022-04-11;2.14;0.54
7303;35;99;2022-03-28;2023-04-27;56.43;14.11
7304;18;19;2022-04-17;2023-03-09;46.57;11.64
7306;32;21;2022-03-28;2023-03-30;52.43;13.11
7307;98;102;2022-04-03;2022-12-10;35.86;8.96
7309;10;20;2022-04-06;2023-03-18;49.43;12.36
7311;17;25;2022-04-06;2022-06-22;11.0;2.75
7312;18;46;2022-04-11;2023-03-09;47.43;11.86
7313;63;82;2022-04-03;2022-12-11;36.0;9.0
7314;42;47;2022-04-03;2022-10-19;28.43;7.11
7316;94;239;2022-04-04;2023-04-20;54.43;13.61
7317;16;32;2022-04-03;2022-05-02;4.14;1.03
7318;89;123;2022-04-04;2023-01-01;38.86;9.72
7319;70;101;2022-05-02;2023-05-16;54.14;13.54
7320;19;71;2022-05-31;2023-05-07;48.71;12.18
7321;99;131;2022-04-10;2023-04-26;54.43;13.61
7322;78;63;2022-04-10;2023-01-07;38.86;9.72
7323;63;112;2022-04-11;2023-04-05;51.29;12.82
7325;21;14;2022-04-13;2022-08-31;20.0;5.0
7326;3;9;2022-04-11;2022-09-26;24.0;6.0
7327;87;81;2022-04-13;2023-03-28;49.86;12.46
7328;6;11;2022-04-10;2022-04-20;1.43;0.36
7329;30;17;2022-05-01;2022-12-07;31.43;7.86
7330;3;10;2022-04-20;2022-04-29;1.29;0.32
7331;84;70;2022-04-19;2023-03-23;48.29;12.07
7332;48;94;2022-04-17;2023-05-13;55.86;13.96
7333;2;9;2022-04-18;2023-01-03;37.14;9.28
7334;97;169;2022-04-17;2023-05-15;56.14;14.04
7335;8;11;2022-04-21;2023-04-24;52.57;13.14
7336;2;4;2022-04-24;2022-05-16;3.14;0.78
7338;24;18;2022-04-21;2022-07-09;11.29;2.82
7339;35;84;2022-04-17;2023-03-27;49.14;12.28
7340;100;27;2022-04-18;2023-02-26;44.86;11.22
7341;3;6;2022-04-30;2022-05-03;0.43;0.11
7342;1;10;2022-04-24;2022-10-06;23.57;5.89
7343;4;56;2022-05-02;2022-10-28;25.57;6.39
7344;90;127;2022-04-25;2023-05-10;54.29;13.57
7345;97;84;2022-04-27;2023-01-22;38.57;9.64
7346;91;88;2022-04-25;2023-02-07;41.14;10.28
7347;24;67;2022-10-03;2023-05-14;31.86;7.96
7348;98;139;2022-04-24;2023-05-01;53.14;13.28
7349;16;11;2022-04-25;2022-05-20;3.57;0.89
7350;1;8;2022-04-28;2022-05-22;3.43;0.86
7351;75;60;2022-04-24;2022-11-24;30.57;7.64
7352;51;90;2022-04-26;2023-05-17;55.14;13.78
7353;4;9;2022-10-08;2022-11-26;7.0;1.75
7354;16;67;2022-05-04;2023-04-03;47.71;11.93
7355;27;31;2022-05-01;2022-10-04;22.29;5.57
7356;5;57;2023-04-30;2023-05-17;2.43;0.61
7357;14;9;2022-05-01;2022-05-27;3.71;0.93
7358;10;28;2022-05-01;2022-12-29;34.57;8.64
7359;3;63;2022-05-01;2023-04-20;50.57;12.64
7360;14;22;2022-05-02;2022-06-05;4.86;1.22
7361;51;65;2022-07-02;2023-05-16;45.43;11.36
7362;31;49;2022-05-01;2022-08-08;14.14;3.54
7363;15;67;2022-05-08;2023-05-01;51.14;12.78
7364;45;86;2022-05-13;2023-05-02;50.57;12.64
7365;5;16;2022-05-15;2022-10-19;22.43;5.61
7366;5;5;2022-05-08;2022-05-21;1.86;0.46
7367;3;7;2022-05-17;2023-01-16;34.86;8.72
7368;9;23;2022-05-10;2022-10-29;24.57;6.14
7369;54;48;2022-05-08;2023-02-28;42.29;10.57
7370;13;11;2022-05-13;2022-12-07;29.71;7.43
7371;72;153;2022-05-15;2023-05-12;51.71;12.93
7372;20;41;2022-10-16;2023-04-28;27.71;6.93
7373;7;17;2022-05-09;2022-12-12;31.0;7.75
7374;31;38;2022-05-08;2023-02-09;39.57;9.89
7375;12;19;2022-05-15;2022-09-05;16.14;4.04
7377;60;67;2022-05-23;2023-04-30;48.86;12.22
7378;29;26;2022-09-07;2023-05-08;34.71;8.68
7379;70;49;2022-05-11;2023-01-25;37.0;9.25
7380;27;24;2022-05-09;2022-08-01;12.0;3.0
7381;7;7;2022-05-10;2022-05-19;1.29;0.32
7382;1;16;2022-07-12;2022-08-30;7.0;1.75
7383;9;21;2022-05-15;2023-02-13;39.14;9.78
7384;8;45;2022-07-04;2023-05-14;44.86;11.22
7385;25;32;2022-05-15;2023-01-12;34.57;8.64
7386;66;74;2022-05-15;2023-04-15;47.86;11.96
7387;61;54;2022-05-15;2023-04-28;49.71;12.43
7388;13;21;2022-05-16;2023-01-05;33.43;8.36
7389;30;28;2022-05-21;2023-04-05;45.57;11.39
7390;31;36;2022-05-18;2023-01-12;34.14;8.54
7391;14;39;2022-05-16;2023-05-16;52.14;13.04
7393;51;39;2022-05-21;2022-08-22;13.29;3.32
7394;13;17;2022-05-16;2022-06-20;5.0;1.25
7395;55;45;2022-05-23;2023-04-11;46.14;11.54
7397;28;52;2022-06-29;2023-05-02;43.86;10.96
7398;11;18;2022-05-22;2023-03-07;41.29;10.32
7400;9;24;2022-05-22;2022-12-31;31.86;7.96
7401;50;71;2022-05-25;2023-04-27;48.14;12.04
7402;67;81;2022-05-22;2023-04-28;48.71;12.18
7403;92;266;2022-05-23;2023-05-12;50.57;12.64
7404;97;103;2022-05-24;2023-04-13;46.29;11.57
7405;73;86;2022-05-29;2023-03-13;41.14;10.28
7406;86;68;2022-06-01;2023-02-08;36.0;9.0
7407;19;25;2022-05-31;2023-02-14;37.0;9.25
7408;5;19;2022-09-01;2022-09-18;2.43;0.61
7409;62;47;2022-08-29;2023-05-15;37.0;9.25
7410;96;118;2022-05-29;2023-05-03;48.43;12.11
7411;96;95;2022-05-31;2023-04-05;44.14;11.04
7412;10;22;2022-05-31;2023-01-29;34.71;8.68
7413;42;50;2022-06-19;2023-04-28;44.71;11.18
7414;25;71;2022-06-08;2023-05-15;48.71;12.18
7415;14;29;2022-06-28;2023-02-12;32.71;8.18
7416;2;1;2022-08-25;2022-08-25;0.0;0.0
7417;65;85;2022-06-06;2023-05-15;49.0;12.25
7418;16;23;2022-06-13;2023-03-31;41.57;10.39
7419;24;50;2022-06-12;2023-01-02;29.14;7.28
7420;3;6;2022-06-14;2022-06-16;0.29;0.07
7421;10;4;2022-06-12;2022-07-01;2.71;0.68
7422;38;67;2022-06-22;2023-05-04;45.14;11.28
7423;64;77;2022-06-20;2023-05-16;47.14;11.78
7424;79;80;2022-06-19;2023-05-08;46.14;11.54
7425;9;7;2022-06-19;2022-07-12;3.29;0.82
7426;5;107;2022-06-28;2023-05-14;45.71;11.43
7427;51;67;2022-06-20;2023-05-01;45.0;11.25
7428;22;20;2022-07-01;2023-04-17;41.43;10.36
7429;32;43;2022-06-27;2023-04-27;43.43;10.86
7430;53;48;2022-06-27;2023-01-27;30.57;7.64
7431;1;7;2022-07-28;2023-04-02;35.43;8.86
7432;3;6;2022-06-29;2022-11-25;21.29;5.32
7433;42;48;2022-09-03;2023-05-15;36.29;9.07
7434;2;12;2022-10-18;2022-10-25;1.0;0.25
7435;6;6;2022-07-24;2023-03-24;34.71;8.68
7436;4;9;2022-06-28;2022-10-02;13.71;3.43
7437;9;28;2022-06-26;2023-04-29;43.86;10.96
7438;98;85;2022-06-27;2023-03-28;39.14;9.78
7439;15;5;2022-06-27;2022-12-23;25.57;6.39
7440;12;5;2022-06-27;2022-07-20;3.29;0.82
7441;14;31;2022-06-27;2022-09-05;10.0;2.5
7442;3;6;2023-02-18;2023-03-07;2.43;0.61
7444;91;84;2022-06-27;2023-05-17;46.29;11.57
7445;17;44;2022-07-05;2023-05-11;44.29;11.07
7446;9;6;2022-07-03;2022-07-15;1.71;0.43
7447;15;17;2022-08-01;2023-03-01;30.29;7.57
7448;1;3;2022-07-04;2022-08-22;7.0;1.75
7449;21;19;2022-07-07;2022-08-22;6.57;1.64
7450;7;15;2022-07-10;2022-12-17;22.86;5.72
7452;31;353;2022-07-03;2022-08-26;7.71;1.93
7454;4;15;2022-07-03;2022-12-08;22.57;5.64
7455;14;11;2022-07-07;2022-11-19;19.29;4.82
7456;94;67;2022-07-04;2023-03-11;35.71;8.93
7457;24;17;2022-07-03;2023-03-24;37.71;9.43
7459;4;13;2022-07-10;2023-04-30;42.0;10.5
7460;10;31;2022-07-04;2023-03-12;35.86;8.96
7462;4;7;2022-07-14;2023-03-06;33.57;8.39
7463;100;69;2022-07-15;2023-02-03;29.0;7.25
7464;84;49;2022-07-12;2023-04-28;41.43;10.36
7465;28;27;2022-07-10;2023-01-09;26.14;6.54
7466;3;6;2022-09-16;2022-09-28;1.71;0.43
7467;99;43;2022-07-11;2023-03-18;35.71;8.93
7468;15;18;2022-07-30;2022-11-27;17.14;4.28
7469;43;48;2022-07-12;2023-04-26;41.14;10.28
7470;33;50;2022-07-11;2023-05-07;42.86;10.72
7472;17;12;2022-07-11;2022-08-17;5.29;1.32
7474;14;33;2022-07-12;2023-05-17;44.14;11.04
7475;13;15;2022-07-14;2022-12-29;24.0;6.0
7476;96;83;2022-07-18;2023-04-30;40.86;10.22
7477;64;59;2022-07-18;2023-05-09;42.14;10.54
