;Product Progress;Logins;Start Date;Last Activity At;Days Lapsed;Months Lapsed
533;70;49;2018-04-30;2021-04-06;153.14;38.28
534;59;151;2018-04-29;2021-02-17;146.43;36.61
535;91;171;2018-04-29;2020-05-20;107.43;26.86
536;40;80;2018-04-29;2021-07-06;166.29;41.57
537;11;24;2018-04-30;2018-05-31;4.43;1.11
538;24;442;2018-05-02;2019-04-24;51.0;12.75
539;52;51;2018-04-29;2020-01-25;90.86;22.72
540;34;143;2018-05-03;2023-04-12;257.86;64.46
541;62;202;2018-04-29;2023-04-22;259.86;64.96
542;96;148;2018-04-29;2022-10-11;232.29;58.07
543;62;108;2018-04-29;2020-08-26;121.43;30.36
544;18;21;2018-04-30;2018-11-18;28.86;7.22
545;60;118;2018-04-29;2023-04-21;259.71;64.93
546;73;33;2018-05-01;2019-08-01;65.29;16.32
547;47;28;2018-04-30;2020-07-29;117.29;29.32
548;73;62;2018-05-01;2018-10-30;26.0;6.5
549;93;93;2018-04-30;2023-04-17;259.0;64.75
550;12;39;2018-05-01;2022-10-02;230.71;57.68
551;96;149;2018-04-29;2019-07-31;65.43;16.36
552;13;23;2018-04-30;2019-08-17;67.71;16.93
553;69;90;2018-04-29;2021-03-26;151.71;37.93
554;46;67;2018-05-05;2018-11-19;28.29;7.07
555;14;36;2018-04-29;2023-03-23;255.57;63.89
556;69;340;2018-04-29;2023-03-06;253.14;63.28
557;61;93;2018-05-02;2020-05-02;104.43;26.11
558;14;33;2018-04-30;2021-10-10;179.86;44.96
559;100;244;2018-04-29;2022-04-30;208.86;52.22
560;44;73;2018-04-29;2022-08-01;222.14;55.54
561;22;27;2018-05-01;2023-01-03;244.0;61.0
562;61;95;2018-05-01;2023-05-09;262.0;65.5
563;59;65;2018-04-29;2021-07-06;166.29;41.57
565;82;307;2018-04-29;2023-05-01;261.14;65.28
566;99;131;2018-04-29;2020-12-13;137.0;34.25
567;65;164;2018-04-30;2023-04-18;259.14;64.78
568;55;131;2018-04-30;2021-11-29;187.0;46.75
569;28;45;2018-04-30;2022-02-08;197.14;49.28
570;3;14;2018-05-24;2022-02-27;196.43;49.11
571;96;61;2018-04-30;2022-03-20;202.86;50.72
572;7;11;2018-04-30;2018-05-06;0.86;0.22
573;47;84;2018-04-29;2023-04-12;258.43;64.61
574;45;59;2018-05-03;2023-05-15;262.57;65.64
575;99;284;2018-04-29;2020-10-20;129.29;32.32
576;69;52;2018-05-06;2022-02-05;195.86;48.96
577;4;17;2018-04-29;2018-10-18;24.57;6.14
578;94;96;2018-04-29;2020-02-04;92.29;23.07
579;98;155;2018-04-29;2022-08-31;226.43;56.61
580;93;228;2018-04-29;2022-08-31;226.43;56.61
581;97;35;2018-04-30;2022-04-16;206.71;51.68
582;74;186;2018-05-02;2023-05-03;261.0;65.25
583;77;90;2018-05-01;2019-11-29;82.43;20.61
584;89;70;2018-04-29;2020-05-27;108.43;27.11
585;85;243;2018-04-29;2023-05-05;261.71;65.43
586;93;90;2018-05-01;2022-07-22;220.43;55.11
587;8;11;2018-04-30;2018-06-21;7.43;1.86
588;30;33;2018-04-30;2018-10-18;24.43;6.11
589;39;29;2018-05-04;2018-10-16;23.57;5.89
590;68;86;2018-04-29;2020-07-27;117.14;29.28
591;36;29;2018-04-29;2018-08-07;14.29;3.57
592;95;144;2018-04-30;2019-06-03;57.0;14.25
593;98;100;2018-04-30;2023-03-29;256.29;64.07
594;42;33;2018-05-03;2018-08-20;15.57;3.89
595;96;101;2018-04-29;2023-04-26;260.43;65.11
596;73;68;2018-04-29;2019-08-19;68.14;17.04
597;81;43;2018-04-30;2018-11-05;27.0;6.75
598;27;37;2018-05-04;2020-07-20;115.43;28.86
599;85;104;2018-04-29;2022-09-04;227.0;56.75
600;75;106;2018-05-04;2020-05-23;107.14;26.78
601;15;45;2018-05-10;2019-07-27;63.29;15.82
602;85;121;2018-04-29;2023-03-21;255.29;63.82
603;91;342;2018-04-29;2023-05-14;263.0;65.75
604;12;24;2018-04-30;2019-04-01;48.0;12.0
605;49;63;2018-04-29;2020-12-10;136.57;34.14
606;5;10;2018-04-29;2018-05-17;2.57;0.64
607;89;112;2018-04-30;2020-12-06;135.86;33.97
608;13;8;2018-04-29;2018-05-31;4.57;1.14
609;91;128;2018-04-29;2019-05-17;54.71;13.68
610;53;162;2018-04-30;2022-12-17;241.71;60.43
611;41;50;2018-04-29;2022-11-28;239.14;59.78
612;49;50;2018-04-29;2019-05-12;54.0;13.5
613;74;123;2018-05-07;2020-11-24;133.14;33.28
614;84;128;2018-04-29;2022-11-27;239.0;59.75
615;73;199;2018-05-04;2023-04-06;256.86;64.22
616;32;53;2018-05-01;2018-10-21;24.71;6.18
617;85;95;2018-05-01;2023-01-27;247.43;61.86
618;11;13;2018-04-29;2018-05-15;2.29;0.57
619;53;138;2018-04-29;2022-10-21;233.71;58.43
620;48;76;2018-04-30;2023-04-05;257.29;64.32
621;85;111;2018-04-30;2022-09-10;227.71;56.93
622;74;61;2018-04-29;2019-02-07;40.57;10.14
623;47;154;2018-05-04;2020-12-04;135.0;33.75
624;95;98;2018-04-29;2023-02-19;251.0;62.75
625;56;100;2018-04-29;2022-07-26;221.29;55.32
626;31;148;2018-04-30;2023-02-06;249.0;62.25
627;98;247;2018-04-29;2023-03-21;255.29;63.82
628;57;158;2018-05-02;2020-06-13;110.43;27.61
629;58;107;2018-04-29;2023-03-29;256.43;64.11
630;15;24;2018-04-29;2018-09-03;18.14;4.54
632;13;14;2018-05-01;2020-08-31;121.86;30.46
633;19;28;2018-04-29;2019-11-01;78.71;19.68
634;10;43;2018-05-16;2022-05-18;209.0;52.25
635;16;24;2018-04-29;2020-11-07;131.86;32.97
636;83;135;2018-04-29;2020-07-29;117.43;29.36
637;18;47;2018-05-03;2022-11-28;238.57;59.64
638;88;74;2018-05-02;2022-10-30;234.57;58.64
641;25;25;2018-04-29;2020-10-17;128.86;32.22
642;1;2;2018-04-30;2018-04-30;0.0;0.0
643;97;106;2018-05-02;2019-06-04;56.86;14.22
644;82;246;2018-05-01;2023-05-17;263.14;65.78
645;78;132;2018-05-01;2021-02-25;147.29;36.82
646;64;137;2018-05-03;2022-09-11;227.43;56.86
647;17;25;2018-05-06;2019-07-19;62.71;15.68
648;19;24;2018-05-01;2019-06-04;57.0;14.25
649;12;156;2018-04-30;2023-05-08;262.0;65.5
650;1;6;2018-06-21;2021-03-23;143.71;35.93
651;2;97;2018-04-30;2023-05-11;262.43;65.61
653;3;10;2018-06-11;2021-02-18;140.43;35.11
656;60;158;2018-05-01;2023-05-17;263.14;65.78
659;71;72;2018-04-29;2022-11-08;236.29;59.07
660;25;43;2018-05-06;2023-03-13;253.14;63.28
662;2;10;2018-06-12;2019-06-28;54.43;13.61
663;10;18;2018-05-09;2021-12-17;188.29;47.07
665;16;23;2018-09-17;2018-12-27;14.43;3.61
666;81;146;2018-06-09;2022-08-22;219.29;54.82
667;65;106;2018-04-29;2022-12-29;243.57;60.89
668;4;11;2018-05-03;2018-10-05;22.14;5.54
669;99;143;2018-04-29;2022-10-13;232.57;58.14
670;46;127;2018-04-29;2022-05-05;209.57;52.39
671;95;100;2018-04-29;2019-09-23;73.14;18.28
672;92;82;2018-04-30;2019-10-14;76.0;19.0
673;58;94;2018-05-01;2023-04-28;260.43;65.11
674;91;153;2018-05-02;2019-10-18;76.29;19.07
675;25;27;2018-11-09;2020-12-15;109.57;27.39
676;81;129;2018-04-30;2020-12-18;137.57;34.39
677;73;75;2018-04-29;2021-04-20;155.29;38.82
680;3;6;2018-05-01;2018-08-27;16.86;4.22
681;51;118;2018-05-02;2020-02-13;93.14;23.28
682;87;158;2018-04-29;2018-11-20;29.29;7.32
683;27;395;2018-04-30;2018-10-19;24.57;6.14
684;86;386;2018-04-30;2023-04-19;259.29;64.82
685;96;128;2018-05-02;2022-03-20;202.57;50.64
686;96;347;2018-04-29;2023-05-11;262.57;65.64
687;74;96;2018-04-30;2021-10-06;179.29;44.82
688;22;20;2018-04-29;2019-12-16;85.14;21.28
689;74;132;2018-04-29;2021-12-14;189.29;47.32
690;80;160;2018-04-29;2023-02-24;251.71;62.93
691;86;73;2018-04-29;2020-03-30;100.14;25.04
692;49;80;2018-04-29;2021-10-02;178.86;44.72
693;95;128;2018-05-02;2022-04-30;208.43;52.11
694;16;50;2018-05-01;2021-07-10;166.57;41.64
695;40;52;2018-04-30;2020-03-04;96.29;24.07
696;12;50;2018-05-12;2023-05-15;261.29;65.32
697;15;22;2018-05-02;2018-08-30;17.14;4.28
698;85;129;2018-07-13;2019-11-03;68.29;17.07
699;49;40;2018-04-30;2019-05-22;55.29;13.82
700;54;69;2018-05-04;2023-03-13;253.43;63.36
701;5;15;2018-06-02;2021-02-04;139.71;34.93
702;79;70;2018-04-29;2019-09-29;74.0;18.5
703;68;64;2018-04-30;2023-01-31;248.14;62.04
704;49;104;2018-05-07;2021-04-20;154.14;38.53
705;45;86;2018-05-07;2021-07-23;167.57;41.89
706;68;83;2018-05-17;2021-02-01;141.57;35.39
707;96;140;2018-05-07;2020-09-13;122.86;30.72
708;43;82;2018-04-29;2021-07-19;168.14;42.04
709;9;13;2018-05-31;2020-02-25;90.71;22.68
710;51;80;2018-05-02;2020-02-18;93.86;23.46
711;6;11;2018-05-02;2018-06-07;5.14;1.28
712;21;60;2018-04-29;2023-03-07;253.29;63.32
713;10;30;2018-05-03;2020-01-16;89.0;22.25
714;3;6;2018-05-12;2018-07-07;8.0;2.0
715;73;67;2018-05-01;2019-10-19;76.57;19.14
716;87;295;2018-04-29;2023-03-04;252.86;63.22
718;4;10;2018-04-30;2018-05-18;2.57;0.64
719;91;78;2018-05-02;2020-11-04;131.0;32.75
720;26;28;2018-04-29;2020-02-05;92.43;23.11
721;61;66;2018-05-08;2020-05-05;104.0;26.0
722;9;19;2018-04-29;2018-08-11;14.86;3.72
723;95;139;2018-05-02;2021-04-08;153.14;38.28
724;83;279;2018-04-30;2022-02-27;199.86;49.96
725;97;86;2018-04-30;2022-01-27;195.43;48.86
726;97;70;2018-04-29;2021-07-22;168.57;42.14
727;45;22;2018-04-29;2018-10-16;24.29;6.07
728;57;227;2018-05-03;2022-11-18;237.14;59.28
729;54;144;2018-05-03;2023-03-30;256.0;64.0
730;76;204;2018-04-29;2023-04-18;259.29;64.82
731;11;17;2018-04-30;2019-10-16;76.29;19.07
732;29;35;2018-04-29;2018-06-26;8.29;2.07
733;96;121;2018-04-29;2020-08-02;118.0;29.5
734;85;218;2018-04-29;2022-06-24;216.71;54.18
735;13;49;2018-05-03;2023-04-09;257.43;64.36
736;72;117;2018-04-29;2021-05-07;157.71;39.43
737;49;64;2018-05-02;2020-05-22;107.29;26.82
738;4;9;2018-04-30;2022-11-21;238.0;59.5
739;71;48;2018-05-02;2019-11-30;82.43;20.61
740;36;31;2018-05-02;2019-02-06;40.0;10.0
741;65;57;2018-05-05;2019-11-15;79.86;19.96
742;9;61;2018-06-04;2022-12-12;236.0;59.0
743;49;71;2018-04-29;2019-09-26;73.57;18.39
744;3;40;2019-11-19;2022-05-07;128.57;32.14
745;22;28;2018-04-29;2018-08-30;17.57;4.39
746;7;7;2018-05-01;2018-05-07;0.86;0.22
747;81;157;2018-05-04;2022-02-12;197.14;49.28
748;87;169;2018-04-29;2023-05-17;263.43;65.86
749;24;111;2018-04-29;2023-05-05;261.71;65.43
750;96;160;2018-04-29;2023-03-20;255.14;63.78
751;12;12;2018-04-29;2018-06-09;5.86;1.46
752;2;6;2018-05-08;2018-07-08;8.71;2.18
753;16;26;2018-05-06;2022-05-04;208.43;52.11
754;52;249;2018-05-03;2023-05-15;262.57;65.64
756;13;43;2018-05-11;2021-08-09;169.43;42.36
757;9;17;2018-05-01;2018-11-05;26.86;6.72
758;86;258;2018-04-30;2023-03-16;254.43;63.61
759;19;40;2018-05-01;2023-01-23;246.86;61.72
760;70;95;2018-04-30;2022-10-29;234.71;58.68
761;44;323;2018-04-29;2020-09-23;125.43;31.36
762;88;131;2018-04-29;2019-08-19;68.14;17.04
763;1;2;2018-05-23;2018-06-03;1.57;0.39
764;35;81;2018-04-30;2022-07-13;219.29;54.82
765;27;101;2018-05-01;2019-07-24;64.14;16.04
767;4;9;2018-05-01;2018-07-13;10.43;2.61
768;80;212;2018-04-29;2020-02-15;93.86;23.46
770;98;331;2018-04-30;2019-10-05;74.71;18.68
771;16;23;2018-05-01;2023-04-21;259.43;64.86
772;76;151;2018-04-29;2018-10-08;23.14;5.78
773;85;157;2018-05-01;2023-05-16;263.0;65.75
774;21;12;2018-05-01;2018-06-11;5.86;1.46
775;84;65;2018-04-29;2022-03-07;201.14;50.28
776;5;14;2018-05-01;2018-05-28;3.86;0.96
777;8;23;2018-06-06;2019-04-29;46.71;11.68
778;3;12;2018-05-07;2020-04-25;102.71;25.68
780;77;134;2018-04-29;2021-03-17;150.43;37.61
781;19;46;2018-04-29;2018-07-03;9.29;2.32
782;95;162;2018-04-29;2022-03-02;200.43;50.11
783;86;226;2018-05-13;2022-03-04;198.71;49.68
784;32;61;2018-04-30;2019-05-21;55.14;13.78
785;18;30;2018-04-29;2018-08-16;15.57;3.89
786;82;153;2018-04-29;2022-10-01;230.86;57.72
787;98;168;2018-05-02;2023-04-05;257.0;64.25
788;7;16;2018-04-30;2018-05-11;1.57;0.39
789;92;322;2018-05-01;2020-10-13;128.0;32.0
790;96;88;2018-04-29;2019-08-08;66.57;16.64
791;4;14;2018-04-29;2023-01-17;246.29;61.57
792;31;28;2018-04-29;2018-09-25;21.29;5.32
794;62;60;2018-04-30;2018-08-27;17.0;4.25
795;66;87;2018-04-29;2020-02-20;94.57;23.64
796;0;1;2018-05-03;2018-05-03;0.0;0.0
797;37;73;2018-05-04;2022-10-09;231.29;57.82
799;58;118;2018-04-29;2021-01-17;142.0;35.5
800;75;109;2018-04-29;2022-11-09;236.43;59.11
801;51;51;2018-04-30;2019-09-02;70.0;17.5
802;37;50;2018-05-15;2020-01-02;85.29;21.32
803;32;139;2018-05-01;2023-04-04;257.0;64.25
804;90;52;2019-03-20;2021-01-08;94.29;23.57
806;16;18;2018-05-05;2020-08-22;120.0;30.0
807;95;236;2018-05-01;2022-08-03;222.14;55.54
809;1;5;2018-05-10;2018-08-24;15.14;3.78
810;38;62;2018-04-29;2019-04-27;51.86;12.96
811;74;145;2018-04-29;2023-02-17;250.71;62.68
812;96;157;2018-04-29;2021-05-28;160.71;40.18
813;35;56;2018-04-30;2020-02-05;92.29;23.07
814;5;12;2018-05-02;2022-11-26;238.43;59.61
815;25;33;2018-04-30;2018-10-18;24.43;6.11
816;26;77;2018-05-01;2023-05-12;262.43;65.61
817;58;84;2018-05-01;2019-02-19;42.0;10.5
818;95;199;2018-04-30;2022-08-07;222.86;55.72
819;98;141;2018-04-29;2020-06-12;110.71;27.68
820;47;52;2018-04-30;2019-07-17;63.29;15.82
821;44;163;2018-05-01;2023-03-13;253.86;63.46
822;13;119;2018-05-04;2023-01-08;244.29;61.07
823;19;85;2018-05-08;2023-04-10;256.86;64.22
824;6;47;2021-11-19;2023-05-05;76.0;19.0
825;72;611;2018-05-09;2023-03-22;254.0;63.5
827;73;94;2018-05-06;2022-05-14;209.86;52.46
828;29;69;2018-05-07;2022-08-04;221.43;55.36
829;83;239;2018-05-14;2020-08-08;116.71;29.18
830;58;159;2018-05-06;2022-06-20;215.14;53.78
831;71;321;2018-05-06;2023-04-17;258.14;64.54
832;27;32;2018-05-06;2018-10-28;25.0;6.25
833;77;257;2018-05-12;2022-10-23;232.14;58.04
834;7;36;2018-05-06;2019-04-19;49.71;12.43
837;15;87;2018-05-06;2022-08-29;225.14;56.28
838;5;20;2018-05-10;2019-08-20;66.71;16.68
839;74;150;2018-05-07;2022-10-31;234.0;58.5
840;74;60;2018-05-06;2020-04-27;103.14;25.78
841;71;126;2018-05-08;2021-02-23;146.0;36.5
842;31;25;2018-05-06;2019-06-04;56.29;14.07
843;7;10;2018-05-07;2018-07-02;8.0;2.0
845;43;100;2018-05-08;2020-04-05;99.71;24.93
846;12;28;2018-05-06;2018-05-28;3.14;0.78
847;29;36;2018-05-09;2021-07-09;165.29;41.32
848;95;91;2018-05-06;2023-03-01;251.43;62.86
850;46;44;2018-05-07;2021-09-09;174.43;43.61
851;29;38;2018-05-08;2022-12-15;240.29;60.07
852;8;5;2018-05-11;2018-06-21;5.86;1.46
853;96;250;2018-05-06;2020-09-06;122.0;30.5
854;66;72;2018-05-07;2023-04-16;257.86;64.46
855;73;151;2018-05-07;2021-05-21;158.57;39.64
856;61;121;2018-05-07;2020-04-28;103.14;25.78
857;69;213;2018-05-07;2023-01-02;243.0;60.75
859;27;21;2018-05-06;2018-08-10;13.71;3.43
860;82;77;2018-05-09;2022-02-16;197.0;49.25
861;77;59;2018-05-06;2021-01-18;141.14;35.28
862;7;36;2018-05-06;2019-09-03;69.29;17.32
863;54;44;2018-05-06;2019-02-04;39.14;9.78
864;97;89;2018-05-06;2019-10-27;77.0;19.25
865;64;65;2018-05-06;2022-03-28;203.14;50.78
866;73;65;2018-05-06;2021-11-18;184.57;46.14
867;19;83;2018-05-06;2019-05-13;53.14;13.28
868;1;3;2018-05-15;2018-05-15;0.0;0.0
869;52;114;2018-05-08;2020-03-27;98.43;24.61
871;86;387;2018-05-09;2023-05-16;261.86;65.46
872;80;156;2018-05-11;2022-09-05;225.43;56.36
873;84;125;2018-05-08;2022-03-04;199.43;49.86
874;2;11;2018-05-30;2018-09-25;16.86;4.22
875;99;49;2018-05-06;2019-06-28;59.71;14.93
876;3;6;2018-05-07;2018-05-14;1.0;0.25
877;47;36;2018-05-06;2018-10-07;22.0;5.5
878;41;205;2018-05-06;2022-09-25;229.0;57.25
879;32;58;2018-05-06;2021-07-23;167.71;41.93
880;4;12;2018-05-10;2018-05-31;3.0;0.75
881;41;33;2018-05-06;2018-08-30;16.57;4.14
882;11;54;2018-05-07;2022-12-19;241.0;60.25
883;75;234;2018-05-06;2022-01-28;194.71;48.68
884;29;139;2018-05-06;2020-01-29;90.43;22.61
885;84;92;2018-05-09;2022-02-23;198.0;49.5
886;33;43;2018-05-13;2019-10-22;75.29;18.82
887;1;2;2018-05-14;2018-05-15;0.14;0.04
888;10;11;2018-05-06;2018-08-12;14.0;3.5
889;3;32;2018-05-08;2020-05-13;105.14;26.28
890;55;66;2018-05-07;2020-05-01;103.57;25.89
891;23;43;2018-05-06;2019-10-29;77.29;19.32
892;38;69;2018-05-06;2021-10-02;177.86;44.46
893;79;197;2018-05-06;2022-10-05;230.43;57.61
894;14;51;2018-05-24;2023-02-22;247.86;61.96
895;22;36;2018-05-06;2020-04-08;100.43;25.11
896;50;75;2018-05-09;2022-06-03;212.29;53.07
897;31;199;2018-05-06;2023-05-06;260.86;65.22
898;60;140;2018-05-07;2020-02-06;91.43;22.86
899;76;85;2018-05-06;2020-07-16;114.57;28.64
900;1;9;2018-05-08;2018-05-30;3.14;0.78
901;55;152;2018-05-09;2023-04-28;259.29;64.82
902;10;22;2018-05-14;2023-02-18;248.71;62.18
903;3;3;2018-05-16;2018-05-20;0.57;0.14
904;2;9;2018-05-06;2020-12-12;135.86;33.97
905;60;113;2018-05-06;2022-12-26;242.14;60.54
906;16;14;2018-05-08;2018-06-17;5.71;1.43
907;31;85;2018-05-06;2023-04-29;259.86;64.96
908;97;109;2018-05-06;2019-07-17;62.43;15.61
909;4;7;2018-05-25;2019-04-16;46.57;11.64
910;88;264;2018-05-06;2023-04-21;258.71;64.68
911;84;204;2018-05-07;2023-03-30;255.43;63.86
912;52;50;2018-05-07;2019-07-17;62.29;15.57
913;1;5;2018-05-07;2018-05-14;1.0;0.25
914;74;141;2018-05-06;2020-03-12;96.57;24.14
915;1;1;2018-05-09;2018-05-10;0.14;0.04
916;4;41;2018-11-06;2023-01-13;218.43;54.61
918;41;81;2018-05-08;2018-07-30;11.86;2.96
919;15;26;2018-05-06;2018-05-31;3.57;0.89
920;86;149;2018-05-08;2022-11-25;237.43;59.36
921;17;33;2018-05-07;2019-07-17;62.29;15.57
922;70;102;2018-05-07;2022-10-18;232.14;58.04
923;82;127;2018-05-07;2021-02-16;145.14;36.28
924;48;101;2018-05-06;2020-02-19;93.43;23.36
925;86;113;2018-05-12;2019-06-15;57.0;14.25
926;98;328;2018-05-06;2023-04-22;258.86;64.72
927;91;79;2018-05-06;2019-06-04;56.29;14.07
928;7;10;2018-05-08;2018-06-03;3.71;0.93
929;51;199;2018-05-08;2023-04-22;258.57;64.64
930;58;64;2018-05-06;2023-02-04;247.86;61.96
931;88;2910;2018-05-30;2022-10-15;228.43;57.11
932;88;258;2018-05-06;2022-09-13;227.29;56.82
934;25;48;2018-05-06;2022-04-22;206.71;51.68
935;75;150;2019-07-30;2023-01-03;179.0;44.75
936;54;49;2018-05-06;2019-07-25;63.57;15.89
938;77;176;2018-05-06;2021-04-02;151.71;37.93
940;96;179;2018-05-06;2022-04-03;204.0;51.0
941;54;204;2018-05-06;2022-09-11;227.0;56.75
942;48;107;2018-05-15;2022-01-02;189.71;47.43
943;47;50;2018-05-06;2020-04-30;103.57;25.89
944;68;76;2018-05-06;2019-07-24;63.43;15.86
945;3;5;2018-05-07;2018-05-08;0.14;0.04
946;14;60;2018-05-12;2022-03-09;199.57;49.89
947;3;10;2018-05-26;2018-08-27;13.29;3.32
948;97;159;2018-05-06;2023-05-05;260.71;65.18
949;29;56;2018-05-06;2022-07-17;219.0;54.75
950;19;46;2018-05-07;2019-01-23;37.29;9.32
951;59;185;2018-05-06;2021-04-20;154.29;38.57
952;8;24;2018-05-16;2021-08-24;170.86;42.72
953;8;56;2018-05-06;2022-05-25;211.43;52.86
954;68;404;2018-05-07;2023-02-17;249.57;62.39
955;98;85;2018-05-07;2022-04-11;205.0;51.25
956;42;21;2018-05-11;2018-09-03;16.43;4.11
957;88;95;2018-05-06;2023-03-11;252.86;63.22
958;3;3;2018-05-08;2018-05-13;0.71;0.18
959;82;62;2018-05-25;2021-01-27;139.71;34.93
960;36;89;2018-05-06;2023-03-31;255.71;63.93
961;17;61;2018-05-06;2022-02-06;196.0;49.0
962;81;63;2018-05-06;2021-10-20;180.43;45.11
963;6;9;2018-05-12;2019-08-17;66.0;16.5
964;48;107;2018-05-08;2023-03-31;255.43;63.86
965;30;44;2018-05-07;2023-04-24;259.0;64.75
966;71;233;2018-05-07;2022-05-05;208.43;52.11
967;14;85;2018-05-31;2022-12-12;236.57;59.14
968;91;100;2018-05-07;2023-05-09;261.14;65.28
969;10;5;2018-05-09;2018-08-21;14.86;3.72
970;19;158;2018-05-11;2023-04-02;255.29;63.82
971;13;30;2018-05-09;2019-03-06;43.0;10.75
972;23;35;2018-05-07;2019-12-29;85.86;21.46
974;1;6;2018-05-06;2018-05-10;0.57;0.14
975;91;89;2018-05-07;2019-09-24;72.14;18.04
977;85;1290;2018-05-07;2023-05-09;261.14;65.28
980;88;117;2018-05-06;2022-12-21;241.43;60.36
981;9;34;2018-05-14;2023-04-13;256.43;64.11
982;45;39;2018-05-06;2018-11-15;27.57;6.89
983;97;309;2018-05-07;2023-05-08;261.0;65.25
984;51;33;2018-05-06;2020-03-04;95.43;23.86
985;88;48;2018-05-07;2020-09-23;124.29;31.07
986;75;410;2018-05-06;2023-05-12;261.71;65.43
988;1;2;2018-05-16;2022-02-16;196.0;49.0
989;5;12;2018-05-06;2018-05-30;3.43;0.86
990;94;92;2018-05-12;2020-04-19;101.14;25.28
991;18;49;2018-05-14;2019-02-25;41.0;10.25
992;90;23;2018-05-06;2023-03-22;254.43;63.61
993;12;16;2018-05-06;2018-07-07;8.86;2.22
994;98;74;2018-05-06;2019-08-06;65.29;16.32
995;88;548;2018-05-09;2021-08-02;168.71;42.18
996;73;122;2018-05-06;2022-11-28;238.14;59.54
998;15;21;2018-05-06;2020-10-17;127.86;31.96
999;80;98;2018-05-07;2022-11-10;235.43;58.86
1000;86;193;2018-05-06;2021-06-13;162.0;40.5
1001;68;110;2018-05-06;2020-05-02;103.86;25.96
1002;56;146;2018-08-05;2022-01-13;179.57;44.89
1003;13;9;2018-05-06;2018-09-21;19.71;4.93
1004;45;44;2018-05-06;2021-11-23;185.29;46.32
1005;87;48;2018-05-07;2018-12-21;32.57;8.14
1006;17;25;2018-05-14;2018-09-03;16.0;4.0
1007;2;12;2018-05-22;2022-12-13;238.0;59.5
1008;64;239;2018-05-11;2019-03-04;42.43;10.61
1009;48;134;2018-05-06;2021-02-15;145.14;36.28
1010;91;102;2018-05-06;2021-03-08;148.14;37.03
1011;85;169;2018-05-11;2020-01-02;85.86;21.46
1012;18;114;2018-06-11;2020-05-24;101.86;25.46
1013;59;90;2018-05-11;2022-05-28;211.14;52.78
1014;28;45;2018-05-09;2020-01-29;90.0;22.5
1015;95;243;2018-05-07;2023-01-05;243.43;60.86
1017;8;4;2018-05-06;2018-05-17;1.57;0.39
1018;26;80;2018-05-10;2022-03-24;202.0;50.5
1019;31;35;2018-05-06;2018-08-22;15.43;3.86
1020;69;65;2018-05-07;2020-07-05;112.86;28.22
1021;2;11;2018-08-04;2021-11-30;173.43;43.36
1022;67;58;2018-05-06;2019-08-03;64.86;16.22
1023;24;59;2018-05-10;2018-10-29;24.57;6.14
1026;76;96;2018-05-06;2019-06-26;59.43;14.86
1027;20;81;2018-10-25;2023-03-24;230.14;57.54
1028;8;5;2018-05-23;2018-06-08;2.29;0.57
1029;94;190;2018-05-06;2022-01-07;191.71;47.93
1030;4;20;2018-05-07;2019-12-29;85.86;21.46
1032;9;9;2018-05-29;2018-10-03;18.14;4.54
1033;26;29;2018-05-07;2018-10-07;21.86;5.46
1035;15;19;2018-05-13;2018-10-15;22.14;5.54
1036;84;136;2018-05-06;2021-06-28;164.14;41.04
1038;58;247;2018-05-07;2023-02-22;250.29;62.57
1039;16;20;2018-05-08;2018-06-11;4.86;1.22
1040;26;57;2018-06-06;2019-05-28;50.86;12.72
1041;52;49;2018-05-07;2018-10-08;22.0;5.5
1042;76;61;2018-05-07;2022-08-23;224.14;56.04
1043;64;150;2018-05-10;2018-08-25;15.29;3.82
1044;80;121;2018-05-07;2019-08-04;64.86;16.22
1045;24;206;2018-05-10;2023-05-01;259.57;64.89
1046;64;60;2018-05-07;2022-05-10;209.14;52.28
1049;63;210;2018-05-16;2023-05-16;260.86;65.22
1051;1;4;2018-07-27;2018-11-11;15.29;3.82
1052;9;19;2018-05-22;2018-09-09;15.71;3.93
1055;34;47;2018-05-14;2019-03-02;41.71;10.43
1056;95;345;2018-07-08;2022-04-04;195.14;48.78
1057;6;22;2018-07-06;2020-05-28;98.86;24.72
1059;72;70;2018-05-21;2019-07-25;61.43;15.36
1060;21;30;2018-05-20;2020-04-28;101.29;25.32
1061;4;15;2018-05-16;2018-08-13;12.71;3.18
1062;1;7;2018-07-04;2022-07-06;209.0;52.25
1063;63;66;2018-05-21;2020-03-01;92.86;23.22
1064;97;119;2018-05-21;2020-01-04;84.71;21.18
1065;65;37;2018-05-14;2019-10-29;76.14;19.04
1066;26;68;2018-05-18;2022-08-05;220.0;55.0
1067;81;187;2018-05-13;2022-10-21;231.71;57.93
1068;21;57;2018-09-15;2021-08-14;152.0;38.0
1069;5;7;2018-05-21;2020-03-10;94.14;23.54
1070;16;53;2018-05-29;2023-05-05;257.43;64.36
1071;83;149;2018-05-25;2020-02-26;91.71;22.93
1072;16;76;2018-05-31;2021-04-25;151.43;37.86
1074;80;106;2018-05-29;2022-11-26;234.57;58.64
1075;78;173;2018-09-19;2023-03-06;232.71;58.18
1076;96;75;2018-05-27;2021-03-07;145.0;36.25
1077;97;171;2018-05-27;2021-09-14;172.29;43.07
1078;90;160;2018-05-28;2023-04-14;254.57;63.64
1079;43;87;2018-07-01;2021-04-11;145.0;36.25
1080;37;145;2018-05-28;2022-10-03;227.0;56.75
