Product Progress;Logins;Start Date;Last Activity At;Days Lapsed;Months Lapsed
4;10;2018-09-10;2019-11-07;60.43;15.11
84;79;2018-09-11;2023-02-04;229.57;57.39
95;118;2018-09-09;2021-07-08;147.57;36.89
2;8;2018-09-11;2018-09-17;0.86;0.22
93;106;2018-09-11;2023-01-15;226.71;56.68
5;40;2018-10-04;2019-11-14;58.0;14.5
3;7;2018-12-11;2019-04-18;18.29;4.57
59;108;2018-09-11;2022-12-01;220.29;55.07
99;236;2018-09-10;2022-05-27;193.57;48.39
9;16;2018-09-20;2018-10-12;3.14;0.78
58;101;2018-09-13;2020-03-08;77.43;19.36
1;13;2018-10-02;2018-11-15;6.29;1.57
34;38;2018-09-11;2020-04-27;84.86;21.22
91;59;2018-09-10;2021-01-04;121.0;30.25
5;13;2018-09-13;2018-12-10;12.57;3.14
31;58;2018-09-13;2023-05-02;241.71;60.43
82;228;2018-09-18;2023-04-24;239.86;59.96
26;725;2018-09-10;2023-05-15;244.0;61.0
40;61;2018-09-10;2023-04-25;241.14;60.28
5;15;2018-09-13;2020-11-18;113.86;28.46
6;9;2018-09-19;2019-10-10;55.14;13.78
48;79;2018-09-09;2020-12-29;120.29;30.07
30;24;2018-09-10;2019-06-04;38.14;9.54
34;71;2018-09-10;2022-11-04;216.57;54.14
41;46;2018-09-10;2020-04-17;83.57;20.89
71;81;2018-09-10;2020-02-29;76.71;19.18
45;46;2018-09-14;2019-07-05;42.0;10.5
28;56;2018-09-11;2022-11-28;219.86;54.96
87;783;2018-09-30;2022-09-27;208.29;52.07
1;4;2018-11-23;2018-11-23;0.0;0.0
13;53;2018-09-13;2022-10-07;212.14;53.04
47;85;2018-09-10;2021-05-12;139.29;34.82
5;14;2018-09-10;2021-02-04;125.43;31.36
62;182;2018-09-11;2022-04-18;187.86;46.96
25;47;2018-09-12;2019-08-12;47.71;11.93
29;31;2018-09-11;2019-07-23;45.0;11.25
11;18;2018-09-11;2020-01-17;70.43;17.61
49;62;2018-09-09;2023-01-20;227.71;56.93
31;40;2018-09-11;2020-08-25;102.0;25.5
87;91;2018-09-11;2022-11-22;219.0;54.75
98;77;2018-09-09;2023-05-03;242.43;60.61
74;66;2018-09-10;2019-07-23;45.14;11.28
93;169;2018-09-09;2023-05-02;242.29;60.57
77;90;2018-09-11;2020-10-24;110.57;27.64
53;65;2018-09-11;2019-07-27;45.57;11.39
58;157;2018-09-10;2023-01-05;225.43;56.36
77;58;2018-09-11;2020-12-30;120.14;30.04
5;8;2018-09-15;2018-09-30;2.14;0.54
92;66;2018-09-11;2019-09-01;50.71;12.68
32;72;2018-09-12;2022-01-03;172.71;43.18
23;20;2018-09-11;2019-01-16;18.14;4.54
13;9;2018-11-03;2018-12-27;7.71;1.93
5;7;2018-09-21;2018-10-05;2.0;0.5
8;19;2018-09-11;2021-02-20;127.57;31.89
45;48;2018-09-09;2020-06-03;90.43;22.61
30;33;2018-10-03;2022-05-18;189.0;47.25
13;22;2018-09-10;2018-11-14;9.29;2.32
96;55;2018-09-10;2019-07-23;45.14;11.28
1;6;2018-09-16;2018-11-05;7.14;1.78
26;21;2018-09-11;2022-08-10;204.14;51.04
8;13;2018-09-10;2023-03-20;236.0;59.0
29;25;2018-09-11;2019-02-07;21.29;5.32
83;136;2018-09-09;2019-10-05;55.86;13.96
52;88;2018-11-01;2023-02-18;224.29;56.07
92;61;2018-09-26;2019-08-12;45.71;11.43
55;118;2018-09-10;2022-11-24;219.43;54.86
10;18;2018-09-13;2019-07-23;44.71;11.18
39;112;2018-09-22;2022-06-27;196.29;49.07
1;3;2018-09-13;2020-10-02;107.14;26.78
20;128;2018-09-11;2023-05-02;242.0;60.5
26;90;2018-09-11;2022-11-16;218.14;54.54
99;746;2018-09-09;2023-05-14;244.0;61.0
14;19;2018-09-17;2019-03-01;23.57;5.89
70;44;2018-09-10;2019-08-05;47.0;11.75
89;73;2018-09-11;2022-11-21;218.86;54.72
68;45;2018-09-10;2020-02-15;74.71;18.68
4;25;2018-10-08;2020-02-14;70.57;17.64
2;5;2018-09-12;2018-10-05;3.29;0.82
87;182;2018-09-09;2022-03-24;184.57;46.14
2;11;2018-09-11;2021-05-20;140.29;35.07
29;71;2018-09-10;2019-04-06;29.71;7.43
7;19;2018-09-10;2018-10-08;4.0;1.0
86;142;2018-09-10;2021-03-24;132.29;33.07
82;63;2018-09-12;2021-10-27;163.0;40.75
47;72;2018-09-10;2019-10-15;57.14;14.28
93;145;2018-09-12;2022-07-10;199.57;49.89
73;358;2018-09-18;2023-05-15;242.86;60.72
32;173;2018-09-09;2020-02-02;73.0;18.25
91;105;2018-09-11;2019-06-04;38.0;9.5
81;76;2018-09-10;2023-03-07;234.14;58.54
41;140;2018-09-10;2022-05-27;193.57;48.39
5;47;2018-09-10;2018-10-03;3.29;0.82
1;5;2018-09-09;2019-07-24;45.43;11.36
15;63;2018-09-10;2019-02-18;23.0;5.75
78;74;2018-09-09;2019-10-21;58.14;14.54
82;40;2018-10-15;2020-07-03;89.57;22.39
84;127;2018-09-10;2020-02-17;75.0;18.75
5;11;2018-09-16;2018-09-27;1.57;0.39
6;8;2018-09-25;2018-12-07;10.43;2.61
14;46;2018-09-10;2020-09-29;107.14;26.78
16;12;2018-09-19;2018-10-30;5.86;1.46
42;89;2018-09-13;2023-03-24;236.14;59.04
22;71;2018-09-10;2019-07-23;45.14;11.28
4;31;2018-09-12;2020-10-07;108.0;27.0
3;6;2018-09-10;2018-09-24;2.0;0.5
24;44;2018-09-11;2019-11-26;63.0;15.75
98;219;2018-09-09;2023-03-05;234.0;58.5
97;96;2019-04-22;2021-04-27;105.14;26.28
50;109;2018-09-09;2021-04-02;133.71;33.43
12;29;2018-11-05;2021-09-02;147.43;36.86
92;149;2018-09-10;2022-12-18;222.86;55.72
45;36;2018-09-11;2021-10-27;163.14;40.78
61;217;2018-09-10;2021-04-08;134.43;33.61
51;171;2018-09-12;2021-02-06;125.43;31.36
7;15;2018-09-10;2018-12-30;15.86;3.96
7;16;2018-09-11;2018-11-16;9.43;2.36
10;20;2018-09-18;2020-12-15;117.0;29.25
31;129;2018-09-10;2022-01-14;174.57;43.64
69;339;2018-09-22;2020-10-25;109.14;27.28
11;20;2018-09-12;2022-01-19;175.0;43.75
80;162;2018-09-17;2021-11-28;166.86;41.72
5;14;2018-09-11;2018-09-29;2.57;0.64
49;33;2018-09-10;2019-01-12;17.71;4.43
92;152;2018-09-10;2020-06-25;93.43;23.36
24;27;2018-09-10;2019-03-12;26.14;6.54
17;35;2018-09-10;2022-05-22;192.86;48.22
10;17;2018-09-20;2019-12-18;64.86;16.22
5;8;2018-09-11;2018-11-08;8.29;2.07
79;182;2018-09-09;2023-01-06;225.71;56.43
1;4;2022-04-02;2022-04-20;2.57;0.64
92;130;2018-09-10;2022-10-20;214.43;53.61
83;87;2018-09-12;2023-04-27;241.14;60.28
37;34;2018-09-22;2023-04-29;240.0;60.0
82;88;2018-09-11;2021-12-18;170.57;42.64
15;24;2018-12-12;2019-07-23;31.86;7.96
34;70;2018-09-10;2021-09-15;157.29;39.32
83;46;2018-09-10;2019-07-10;43.29;10.82
24;47;2018-09-13;2023-03-04;233.29;58.32
12;22;2018-09-10;2020-07-04;94.71;23.68
58;77;2018-09-11;2019-09-09;51.86;12.96
34;86;2018-09-11;2020-07-17;96.43;24.11
89;64;2018-09-10;2022-09-22;210.43;52.61
90;193;2018-09-11;2023-04-24;240.86;60.22
1;6;2018-09-25;2021-10-27;161.14;40.28
4;5;2018-09-10;2018-09-19;1.29;0.32
19;63;2018-09-10;2022-09-12;209.0;52.25
1;10;2018-09-16;2019-07-14;43.0;10.75
5;10;2018-09-11;2019-10-12;56.57;14.14
48;39;2018-09-11;2020-09-23;106.14;26.54
82;58;2018-09-12;2019-04-25;32.14;8.04
88;100;2018-09-10;2020-11-05;112.43;28.11
41;35;2018-09-09;2019-06-14;39.71;9.93
91;194;2018-09-13;2021-05-03;137.57;34.39
97;254;2018-09-15;2022-06-12;195.14;48.78
30;45;2018-09-12;2019-03-11;25.71;6.43
1;3;2018-09-19;2019-03-03;23.57;5.89
54;109;2018-09-10;2023-01-08;225.86;56.46
79;90;2018-09-09;2020-08-11;100.29;25.07
2;4;2018-09-10;2018-10-06;3.71;0.93
27;112;2018-09-13;2022-12-07;220.86;55.22
33;49;2018-09-09;2023-05-12;243.71;60.93
21;36;2018-09-14;2020-08-22;101.14;25.28
80;22;2018-09-23;2021-10-24;161.0;40.25
42;142;2018-09-18;2023-05-13;242.57;60.64
2;11;2018-09-16;2018-09-25;1.29;0.32
24;45;2018-09-18;2019-06-11;38.0;9.5
97;112;2018-09-17;2023-02-28;232.14;58.04
41;38;2018-09-18;2022-05-06;189.43;47.36
1;5;2018-09-17;2019-01-30;19.29;4.82
76;110;2018-09-19;2022-01-27;175.14;43.78
47;93;2018-09-17;2022-10-13;212.43;53.11
26;201;2019-04-08;2023-03-31;207.57;51.89
21;30;2018-09-16;2019-04-06;28.86;7.22
80;174;2018-10-08;2020-03-27;76.57;19.14
9;8;2018-09-17;2019-05-14;34.14;8.54
41;73;2018-09-21;2019-08-05;45.43;11.36
1;6;2018-09-16;2018-10-17;4.43;1.11
99;102;2018-09-17;2019-06-21;39.57;9.89
67;109;2018-09-17;2020-10-10;107.71;26.93
31;60;2018-09-24;2019-10-15;55.14;13.78
4;20;2019-01-28;2020-07-22;77.29;19.32
6;7;2018-09-27;2018-10-15;2.57;0.64
48;103;2018-12-10;2021-09-30;146.43;36.61
26;31;2019-06-24;2020-02-19;34.29;8.57
91;276;2018-09-25;2023-02-10;228.43;57.11
33;27;2018-09-23;2020-05-26;87.29;21.82
38;54;2018-10-01;2020-11-27;112.57;28.14
17;47;2018-09-27;2019-05-09;32.0;8.0
29;83;2018-10-02;2022-10-10;209.86;52.46
17;21;2019-01-20;2022-03-25;165.71;41.43
20;25;2018-10-01;2019-03-31;25.86;6.46
24;33;2018-09-30;2023-04-13;236.57;59.14
4;6;2018-10-02;2018-10-21;2.71;0.68
97;79;2018-10-02;2020-02-05;70.14;17.54
13;54;2018-10-04;2020-01-16;67.0;16.75
8;18;2018-09-30;2020-11-10;110.29;27.57
10;83;2019-09-18;2022-09-16;156.29;39.07
1;5;2018-11-20;2019-10-02;45.14;11.28
87;108;2018-10-10;2020-08-17;96.71;24.18
26;125;2018-12-10;2023-03-02;220.43;55.11
98;125;2018-10-07;2020-06-12;87.71;21.93
88;690;2018-10-09;2023-01-26;224.29;56.07
95;177;2018-10-09;2022-09-18;205.71;51.43
4;9;2018-10-09;2018-11-05;3.86;0.96
12;22;2018-10-30;2019-06-17;32.86;8.22
13;22;2018-10-09;2019-07-17;40.14;10.04
85;91;2018-10-15;2020-10-27;106.14;26.54
41;63;2018-10-10;2019-11-14;57.14;14.28
2;2;2018-10-09;2018-10-11;0.29;0.07
55;156;2018-10-15;2022-03-29;180.14;45.04
97;116;2018-10-14;2022-09-26;206.14;51.54
32;114;2018-10-14;2023-04-25;236.29;59.07
65;74;2018-10-14;2020-11-21;109.86;27.46
38;46;2018-10-15;2019-05-06;29.0;7.25
97;141;2018-11-26;2022-09-08;197.43;49.36
77;170;2018-10-14;2023-04-20;235.57;58.89
52;238;2018-10-15;2023-01-12;221.43;55.36
87;87;2019-02-05;2023-01-07;204.57;51.14
4;2;2019-02-07;2019-02-12;0.71;0.18
90;345;2019-12-30;2023-01-26;160.43;40.11
80;146;2018-10-22;2019-08-20;43.14;10.78
68;88;2018-10-23;2023-02-08;224.14;56.04
68;124;2018-11-12;2021-08-22;144.86;36.22
76;200;2018-10-22;2023-03-29;231.29;57.82
20;23;2018-10-26;2020-01-17;64.0;16.0
22;12;2018-10-21;2019-09-11;46.43;11.61
31;33;2018-10-22;2019-07-29;40.0;10.0
82;14;2018-10-22;2019-06-10;33.0;8.25
31;72;2018-10-29;2020-09-11;97.57;24.39
38;36;2018-10-30;2019-06-03;30.86;7.72
93;326;2019-06-16;2023-04-10;199.14;49.78
1;10;2018-10-29;2019-06-12;32.29;8.07
4;26;2018-10-30;2022-06-05;187.71;46.93
87;114;2019-08-17;2020-12-11;68.86;17.22
92;145;2018-11-01;2022-12-03;213.29;53.32
30;103;2018-10-29;2022-10-24;208.0;52.0
1;8;2023-03-04;2023-03-13;1.29;0.32
96;291;2018-10-29;2023-04-13;232.43;58.11
13;17;2018-11-05;2019-03-26;20.14;5.04
97;166;2018-11-14;2023-04-25;231.86;57.96
12;13;2018-11-12;2018-11-29;2.43;0.61
60;48;2018-11-04;2020-03-24;72.29;18.07
97;160;2018-11-06;2020-09-27;98.71;24.68
31;39;2018-11-04;2019-02-08;13.71;3.43
92;199;2018-11-04;2020-03-22;72.0;18.0
47;41;2018-11-05;2022-03-11;174.57;43.64
60;176;2018-12-12;2022-04-12;173.86;43.46
25;69;2018-11-14;2022-10-04;202.86;50.72
63;63;2018-11-13;2019-10-31;50.29;12.57
43;92;2018-11-30;2020-01-09;57.86;14.46
23;32;2018-11-25;2020-05-10;76.0;19.0
28;68;2018-11-30;2023-02-02;217.86;54.46
54;77;2018-11-26;2019-11-11;50.0;12.5
66;116;2018-11-28;2022-09-30;200.29;50.07
95;248;2018-11-30;2019-12-18;54.71;13.68
31;39;2018-11-28;2020-01-26;60.57;15.14
3;13;2019-03-29;2020-02-10;45.43;11.36
80;78;2018-12-03;2019-07-25;33.43;8.36
60;91;2018-11-27;2022-10-21;203.43;50.86
37;28;2019-01-04;2021-01-14;105.86;26.46
95;137;2018-11-26;2020-04-01;70.29;17.57
12;48;2018-11-25;2021-03-27;121.86;30.46
94;201;2019-06-16;2022-08-30;167.29;41.82
97;239;2019-12-22;2022-09-01;140.57;35.14
39;73;2018-11-25;2019-07-17;33.43;8.36
64;70;2018-11-25;2021-10-21;151.57;37.89
46;80;2018-11-29;2022-08-24;194.86;48.72
15;111;2018-12-02;2021-07-14;136.43;34.11
1;4;2018-12-16;2019-07-01;28.14;7.04
54;58;2018-12-03;2022-12-03;208.71;52.18
31;204;2018-12-09;2023-04-14;226.71;56.68
88;87;2018-11-26;2021-07-24;138.71;34.68
97;363;2018-11-29;2023-05-11;232.0;58.0
2;9;2018-11-26;2019-01-19;7.71;1.93
47;47;2018-12-03;2019-05-30;25.43;6.36
9;14;2018-12-06;2019-02-02;8.29;2.07
67;174;2018-12-04;2022-04-14;175.29;43.82
31;33;2018-12-08;2021-07-24;137.0;34.25
11;18;2018-12-04;2019-05-05;21.71;5.43
84;61;2018-12-03;2019-07-04;30.43;7.61
21;57;2019-01-12;2023-05-17;226.57;56.64
58;61;2018-12-02;2023-04-18;228.29;57.07
71;159;2018-12-03;2021-10-20;150.29;37.57
25;86;2018-12-03;2022-10-05;200.29;50.07
42;66;2018-12-03;2020-12-11;105.57;26.39
72;78;2019-06-16;2023-01-04;185.43;46.36
45;64;2018-12-10;2021-01-26;111.14;27.78
1;19;2018-12-11;2019-06-10;25.86;6.46
87;102;2018-12-10;2022-01-09;160.86;40.22
7;13;2018-12-10;2019-10-14;44.0;11.0
95;88;2018-12-11;2019-12-25;54.14;13.54
18;27;2018-12-11;2020-01-01;55.14;13.78
82;53;2018-12-10;2020-04-09;69.43;17.36
2;11;2019-05-23;2020-10-22;74.0;18.5
20;31;2018-12-11;2022-10-20;201.29;50.32
97;166;2018-12-11;2020-02-01;59.57;14.89
40;161;2018-12-11;2022-06-13;182.86;45.72
61;135;2018-12-23;2022-11-30;205.43;51.36
24;35;2018-12-11;2020-05-28;76.29;19.07
2;6;2019-12-14;2019-12-16;0.29;0.07
71;122;2018-12-10;2022-06-28;185.14;46.28
8;25;2018-12-13;2020-01-13;56.57;14.14
16;50;2018-12-10;2021-02-18;114.43;28.61
34;42;2018-12-11;2022-09-25;197.71;49.43
12;20;2018-12-21;2020-04-17;69.0;17.25
3;21;2018-12-10;2019-07-15;31.0;7.75
42;183;2018-12-12;2022-08-28;193.57;48.39
17;25;2018-12-10;2019-12-13;52.57;13.14
92;192;2018-12-10;2023-05-13;230.71;57.68
21;44;2018-12-11;2023-02-11;217.57;54.39
16;27;2018-12-15;2019-04-25;18.71;4.68
38;85;2019-01-12;2019-05-14;17.43;4.36
6;28;2019-01-15;2023-02-17;213.43;53.36
92;100;2018-12-30;2023-04-24;225.14;56.28
10;18;2018-12-10;2019-01-11;4.57;1.14
64;215;2018-12-12;2023-03-29;224.0;56.0
29;29;2018-12-13;2019-11-27;49.86;12.46
27;39;2018-12-20;2019-03-17;12.43;3.11
14;28;2018-12-10;2019-10-28;46.0;11.5
6;11;2018-12-10;2019-12-04;51.29;12.82
33;120;2019-01-24;2020-06-10;71.86;17.96
16;49;2018-12-18;2021-02-12;112.43;28.11
42;75;2018-12-12;2022-09-10;195.43;48.86
7;16;2018-12-31;2022-11-23;203.29;50.82
9;24;2019-03-24;2020-12-12;89.86;22.46
73;57;2018-12-13;2021-06-30;132.86;33.22
2;11;2018-12-13;2019-01-06;3.43;0.86
26;45;2018-12-09;2019-05-25;23.86;5.96
71;10;2018-12-09;2022-08-06;190.86;47.72
3;9;2018-12-12;2019-01-07;3.71;0.93
1;2;2018-12-31;2019-01-03;0.43;0.11
19;25;2018-12-13;2020-05-12;73.71;18.43
70;75;2018-12-29;2022-01-19;159.57;39.89
74;52;2018-12-17;2022-06-09;181.43;45.36
27;36;2018-12-10;2020-08-12;87.29;21.82
52;129;2018-12-13;2023-03-21;222.71;55.68
4;8;2019-01-16;2019-05-06;15.71;3.93
40;87;2018-12-09;2021-08-28;141.86;35.47
1;6;2018-12-10;2019-01-05;3.71;0.93
4;12;2018-12-09;2019-01-16;5.43;1.36
18;21;2018-12-09;2019-05-08;21.43;5.36
8;10;2018-12-10;2019-03-05;12.14;3.04
24;17;2018-12-10;2020-02-01;59.71;14.93
15;78;2018-12-10;2023-05-04;229.43;57.36
25;32;2018-12-15;2019-07-15;30.29;7.57
3;13;2019-03-18;2019-04-15;4.0;1.0
13;14;2018-12-09;2018-12-31;3.14;0.78
31;33;2018-12-09;2019-09-02;38.14;9.54
15;22;2018-12-10;2020-04-12;69.86;17.46
27;46;2019-03-28;2019-07-11;15.0;3.75
55;60;2018-12-11;2019-08-20;36.0;9.0
99;139;2018-12-10;2023-05-16;231.14;57.78
9;23;2018-12-23;2020-01-11;54.86;13.72
4;4;2019-01-03;2019-01-14;1.57;0.39
93;447;2018-12-09;2022-06-17;183.71;45.93
23;94;2019-02-25;2022-11-02;192.29;48.07
48;309;2018-12-15;2023-03-27;223.29;55.82
55;57;2018-12-18;2019-07-08;28.86;7.22
88;45;2018-12-19;2023-04-21;226.29;56.57
12;25;2018-12-17;2019-01-09;3.29;0.82
35;99;2019-01-29;2021-10-23;142.57;35.64
86;181;2018-12-17;2023-02-27;219.0;54.75
92;163;2018-12-16;2021-11-19;152.71;38.18
35;155;2018-12-19;2022-12-11;207.57;51.89
25;109;2019-01-07;2021-05-27;124.43;31.11
37;38;2018-12-25;2019-04-20;16.57;4.14
12;28;2019-01-05;2019-08-13;31.43;7.86
92;224;2019-03-24;2023-04-21;212.71;53.18
21;31;2018-12-24;2020-02-27;61.43;15.36
91;165;2018-12-24;2023-03-03;218.57;54.64
2;21;2019-01-07;2019-11-30;46.71;11.68
51;69;2018-12-24;2019-11-14;46.43;11.61
55;129;2018-12-25;2020-09-07;88.86;22.22
99;70;2019-01-01;2022-12-30;208.43;52.11
97;194;2019-02-24;2021-10-25;139.14;34.78
67;133;2018-12-31;2023-02-14;215.14;53.78
55;167;2019-01-01;2022-05-04;174.14;43.54
82;208;2018-12-30;2023-03-29;221.43;55.36
55;458;2018-12-31;2022-03-23;168.29;42.07
72;87;2019-11-21;2023-01-06;163.14;40.78
30;23;2018-12-31;2019-03-16;10.71;2.68
14;38;2019-01-06;2019-03-30;11.86;2.96
11;57;2019-01-03;2019-06-20;24.0;6.0
8;16;2019-01-10;2019-09-07;34.29;8.57
12;25;2019-01-08;2019-02-06;4.14;1.03
43;35;2019-01-08;2019-07-01;24.86;6.22
57;209;2019-01-17;2023-05-06;224.29;56.07
82;81;2019-01-08;2023-05-04;225.29;56.32
59;86;2019-01-07;2022-09-29;194.43;48.61
1;3;2019-01-07;2019-01-09;0.29;0.07
25;41;2019-01-06;2022-03-02;164.43;41.11
7;50;2019-12-16;2022-04-07;120.43;30.11
60;38;2019-01-07;2020-06-06;73.71;18.43
71;74;2019-01-29;2019-11-08;40.43;10.11
15;16;2019-01-07;2019-02-12;5.14;1.28
92;128;2019-01-15;2023-03-05;215.71;53.93
2;7;2019-01-24;2019-04-16;11.71;2.93
32;44;2019-02-12;2022-11-22;197.0;49.25
98;105;2019-04-03;2021-04-13;105.86;26.46
37;100;2019-01-13;2023-01-19;209.57;52.39
27;46;2019-01-14;2022-12-02;202.57;50.64
62;78;2019-01-14;2020-04-23;66.43;16.61
44;82;2019-01-14;2020-07-22;79.29;19.82
8;17;2021-02-16;2022-11-19;91.57;22.89
33;58;2019-01-21;2022-10-24;196.0;49.0
52;44;2019-01-21;2019-08-16;29.57;7.39
8;23;2019-01-23;2019-10-26;39.43;9.86
93;258;2019-01-23;2019-11-13;42.0;10.5
21;108;2019-01-20;2023-01-16;208.14;52.04
3;6;2019-01-23;2019-02-08;2.29;0.57
4;6;2019-01-22;2019-01-28;0.86;0.22
38;33;2019-01-22;2019-09-30;35.86;8.96
26;30;2019-01-21;2019-04-12;11.57;2.89
1;6;2019-03-04;2019-03-18;2.0;0.5
25;59;2019-01-21;2020-10-06;89.14;22.28
8;19;2019-01-26;2019-07-07;23.14;5.78
31;87;2019-01-22;2020-03-20;60.43;15.11
95;172;2019-01-26;2020-01-29;52.57;13.14
9;9;2019-01-20;2019-03-07;6.57;1.64
11;14;2019-01-25;2019-12-26;47.86;11.96
24;59;2019-01-21;2021-11-25;148.43;37.11
5;9;2019-03-04;2019-09-27;29.57;7.39
5;5;2019-01-30;2021-09-21;137.86;34.47
5;6;2019-01-22;2019-06-30;22.71;5.68
66;58;2019-01-20;2019-12-18;47.43;11.86
16;14;2019-01-20;2019-03-04;6.14;1.54
32;72;2019-01-22;2023-03-06;214.86;53.72
60;120;2019-01-22;2022-12-12;202.86;50.72
57;74;2019-01-21;2022-10-20;195.43;48.86
26;36;2019-01-28;2022-06-03;174.57;43.64
5;21;2019-01-25;2020-12-01;96.57;24.14
4;11;2019-01-24;2019-12-13;46.14;11.54
52;60;2019-01-25;2019-10-30;39.71;9.93
27;43;2019-01-27;2021-01-05;101.29;25.32
5;7;2019-01-20;2019-10-26;39.86;9.96
3;9;2020-03-22;2020-12-21;39.14;9.78
49;91;2019-01-21;2021-04-21;117.29;29.32
10;13;2019-01-25;2019-03-03;5.29;1.32
3;6;2019-01-23;2019-02-17;3.57;0.89
55;80;2019-02-01;2022-11-29;199.57;49.89
49;32;2019-01-28;2019-07-28;25.86;6.46
60;63;2019-01-28;2021-02-07;105.86;26.46
20;30;2019-01-28;2021-02-07;105.86;26.46
53;108;2019-01-30;2022-10-20;194.14;48.54
4;16;2019-03-04;2019-05-06;9.0;2.25
81;188;2019-01-29;2020-12-20;98.71;24.68
3;11;2019-02-02;2019-08-08;26.71;6.68
95;135;2019-01-28;2022-07-05;179.14;44.78
27;48;2019-01-30;2019-09-14;32.43;8.11
26;32;2019-01-30;2021-05-20;120.14;30.04
48;56;2019-01-27;2021-04-15;115.57;28.89
45;64;2019-01-29;2021-04-20;116.0;29.0
28;90;2019-01-31;2020-10-10;88.29;22.07
66;59;2019-01-30;2022-09-30;191.29;47.82
76;111;2019-01-28;2022-11-12;197.71;49.43
34;47;2019-02-05;2021-05-06;117.29;29.32
19;31;2019-02-03;2022-07-21;180.57;45.14
62;49;2019-02-04;2020-10-08;87.43;21.86
27;61;2019-02-06;2019-12-30;46.71;11.68
13;379;2019-10-23;2023-05-17;186.0;46.5
40;85;2019-02-05;2021-02-18;106.29;26.57
5;5;2019-07-17;2019-08-18;4.57;1.14
26;44;2019-02-08;2020-01-05;47.29;11.82
59;168;2019-02-14;2022-08-03;180.86;45.22
30;37;2019-02-03;2019-08-12;27.14;6.78
31;46;2019-02-05;2019-08-15;27.29;6.82
82;360;2019-02-07;2023-05-16;222.71;55.68
88;158;2019-02-08;2023-01-31;207.57;51.89
26;45;2019-02-14;2022-01-13;152.0;38.0
14;33;2019-02-11;2021-02-28;106.86;26.72
30;56;2019-03-11;2022-08-02;177.14;44.28
5;15;2019-02-10;2019-09-02;29.14;7.28
96;55;2019-05-02;2020-08-29;69.29;17.32
5;165;2020-06-07;2023-02-11;139.86;34.97
48;89;2019-07-28;2020-08-22;55.86;13.96
2;8;2019-02-19;2020-01-15;47.14;11.78
26;26;2019-02-19;2019-05-27;13.86;3.46
81;98;2019-02-21;2020-04-13;59.57;14.89
24;94;2019-08-12;2023-05-16;196.14;49.04
2;3;2019-04-16;2019-04-18;0.29;0.07
30;51;2019-10-01;2023-01-15;171.71;42.93
2;12;2019-02-18;2019-07-28;22.86;5.72
19;43;2019-02-17;2023-03-26;214.0;53.5
92;93;2019-02-24;2021-02-07;102.0;25.5
63;199;2019-04-16;2023-04-05;207.14;51.78
57;51;2019-02-24;2023-03-25;212.86;53.22
1;9;2019-03-01;2019-05-20;11.43;2.86
21;18;2019-02-25;2019-05-08;10.29;2.57
21;37;2019-03-14;2020-04-27;58.57;14.64
90;203;2019-04-02;2023-05-14;214.71;53.68
14;27;2019-03-13;2023-03-06;207.71;51.93
26;160;2020-03-09;2023-03-25;158.71;39.68
85;128;2019-03-12;2023-05-04;216.29;54.07
2;9;2019-03-11;2019-03-27;2.29;0.57
44;178;2019-03-11;2023-02-15;205.29;51.32
70;61;2019-03-10;2023-05-12;217.71;54.43
95;85;2019-03-11;2022-03-25;158.57;39.64
50;477;2019-04-20;2023-05-16;212.43;53.11
58;89;2019-03-14;2021-11-06;138.29;34.57
16;56;2019-03-14;2023-01-09;199.57;49.89
9;15;2019-03-12;2019-03-25;1.86;0.46
30;25;2019-03-12;2019-05-27;10.86;2.72
90;102;2019-03-12;2020-10-01;81.29;20.32
16;24;2019-04-18;2019-10-09;24.86;6.22
22;110;2019-03-13;2023-03-28;210.86;52.72
0;55;2019-06-28;2023-05-05;201.0;50.25
60;51;2019-03-13;2019-08-03;20.43;5.11
51;192;2019-03-17;2022-08-26;179.71;44.93
76;136;2019-03-10;2023-05-12;217.71;54.43
16;45;2019-03-10;2019-11-27;37.43;9.36
95;280;2019-08-07;2022-03-24;137.14;34.28
82;82;2019-03-10;2021-03-02;103.29;25.82
77;156;2019-03-20;2021-09-25;131.43;32.86
16;34;2019-04-14;2019-12-20;35.71;8.93
27;8;2019-03-18;2019-09-08;24.86;6.22
95;94;2019-03-18;2021-02-17;100.29;25.07
44;67;2019-03-25;2023-04-25;213.14;53.28
19;32;2019-04-01;2023-01-11;197.29;49.32
28;233;2019-03-31;2023-04-12;210.43;52.61
25;23;2019-04-05;2023-04-05;208.71;52.18
66;56;2019-04-01;2019-10-25;29.57;7.39
32;46;2019-10-28;2021-11-22;108.0;27.0
82;193;2019-04-09;2022-12-13;192.0;48.0
47;54;2019-04-02;2023-04-06;209.29;52.32
42;65;2019-04-01;2022-02-10;149.43;37.36
96;187;2019-03-31;2020-07-03;65.71;16.43
1;16;2019-04-02;2020-01-13;40.86;10.22
27;95;2019-03-31;2023-02-28;204.29;51.07
25;96;2019-03-31;2023-02-13;202.14;50.54
35;110;2019-04-02;2022-05-10;162.0;40.5
97;570;2019-04-03;2023-05-15;214.71;53.68
16;14;2019-04-08;2019-05-21;6.14;1.54
93;149;2019-04-09;2023-02-25;202.57;50.64
91;51;2019-04-12;2020-07-02;63.86;15.96
9;33;2019-04-08;2022-04-01;155.57;38.89
62;118;2019-04-10;2020-11-30;85.71;21.43
20;23;2019-04-09;2020-03-31;51.0;12.75
